rideType,displayName,currency,minCostCent,maxCostCent,journeyDuration,distanceMiles,primeTimeConfirmationToken,primeTimePercentage,currentDate
lyft,Lyft,USD,800,1300,658,1.67,,0%,Thu Apr 21 12:48:00 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,723,1.91,,0%,Thu Apr 21 12:48:00 EDT 2016
lyft_line,Lyft Line,USD,1017,1017,723,1.91,,0%,Thu Apr 21 12:48:00 EDT 2016
lyft,Lyft,USD,800,1400,723,1.91,,0%,Thu Apr 21 12:48:00 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,573,1.77,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_line,Lyft Line,USD,903,903,573,1.77,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft,Lyft,USD,800,1300,573,1.77,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3400,1208,5.03,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_line,Lyft Line,USD,1861,1861,1208,5.03,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft,Lyft,USD,1400,2400,1208,5.03,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,448,0.85,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_line,Lyft Line,USD,668,668,448,0.85,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft,Lyft,USD,800,1000,448,0.85,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_plus,Lyft Plus,USD,7600,8900,2488,17.73,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_line,Lyft Line,USD,5399,5399,2488,17.73,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft,Lyft,USD,4700,6100,2488,17.73,,0%,Thu Apr 21 12:50:01 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,423,0.88,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft_line,Lyft Line,USD,659,659,423,0.88,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft,Lyft,USD,800,1000,423,0.88,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,384,0.87,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft_line,Lyft Line,USD,630,630,384,0.87,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft,Lyft,USD,800,1000,384,0.87,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,647,1.66,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft_line,Lyft Line,USD,925,925,647,1.66,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft,Lyft,USD,800,1300,647,1.66,,0%,Thu Apr 21 12:50:02 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2500,875,3.05,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_line,Lyft Line,USD,1307,1307,875,3.05,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft,Lyft,USD,900,1800,875,3.05,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,1030,2.93,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_line,Lyft Line,USD,1378,1378,1030,2.93,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft,Lyft,USD,1000,1800,1030,2.93,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,438,1.18,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_line,Lyft Line,USD,717,717,438,1.18,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft,Lyft,USD,800,1100,438,1.18,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_plus,Lyft Plus,USD,2000,3000,1145,3.87,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_line,Lyft Line,USD,1611,1611,1145,3.87,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft,Lyft,USD,1200,2100,1145,3.87,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2700,1073,3.15,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_line,Lyft Line,USD,1440,1440,1073,3.15,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft,Lyft,USD,1000,1900,1073,3.15,,0%,Thu Apr 21 12:50:03 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,341,0.79,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_line,Lyft Line,USD,600,600,341,0.79,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft,Lyft,USD,800,900,341,0.79,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2100,810,2.08,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_line,Lyft Line,USD,1142,1142,810,2.08,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft,Lyft,USD,800,1500,810,2.08,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3100,1185,4.23,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_line,Lyft Line,USD,1701,1701,1185,4.23,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft,Lyft,USD,1300,2200,1185,4.23,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2100,739,1.94,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_line,Lyft Line,USD,1150,1150,739,1.94,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft,Lyft,USD,800,1500,739,1.94,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,257,0.35,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_line,Lyft Line,USD,600,600,257,0.35,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft,Lyft,USD,800,800,257,0.35,,0%,Thu Apr 21 12:50:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,739,2.06,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_line,Lyft Line,USD,1050,1050,739,2.06,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft,Lyft,USD,800,1400,739,2.06,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,563,1.4,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_line,Lyft Line,USD,835,835,563,1.4,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft,Lyft,USD,800,1200,563,1.4,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,406,1.57,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_line,Lyft Line,USD,768,768,406,1.57,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft,Lyft,USD,800,1100,406,1.57,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,388,0.88,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_line,Lyft Line,USD,649,649,388,0.88,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft,Lyft,USD,800,1000,388,0.88,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,755,2.16,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_line,Lyft Line,USD,1078,1078,755,2.16,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft,Lyft,USD,800,1500,755,2.16,,0%,Thu Apr 21 12:50:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,494,1.02,,0%,Thu Apr 21 12:50:55 EDT 2016
lyft_line,Lyft Line,USD,726,726,494,1.02,,0%,Thu Apr 21 12:50:55 EDT 2016
lyft,Lyft,USD,800,1100,494,1.02,,0%,Thu Apr 21 12:50:55 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,492,1.2,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_line,Lyft Line,USD,752,752,492,1.2,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft,Lyft,USD,800,1100,492,1.2,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,569,1.6,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_line,Lyft Line,USD,869,869,569,1.6,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft,Lyft,USD,800,1300,569,1.6,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,454,0.84,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_line,Lyft Line,USD,668,668,454,0.84,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft,Lyft,USD,800,1000,454,0.84,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,388,0.72,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_line,Lyft Line,USD,608,608,388,0.72,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft,Lyft,USD,800,1000,388,0.72,,0%,Thu Apr 21 12:51:27 EDT 2016
lyft_plus,Lyft Plus,USD,1900,2900,1148,3.59,,0%,Thu Apr 21 12:51:28 EDT 2016
lyft_line,Lyft Line,USD,1564,1564,1148,3.59,,0%,Thu Apr 21 12:51:28 EDT 2016
lyft,Lyft,USD,1200,2000,1148,3.59,,0%,Thu Apr 21 12:51:28 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2500,988,2.68,,0%,Thu Apr 21 12:51:28 EDT 2016
lyft_line,Lyft Line,USD,1309,1309,988,2.68,,0%,Thu Apr 21 12:51:28 EDT 2016
lyft,Lyft,USD,900,1800,988,2.68,,0%,Thu Apr 21 12:51:28 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,734,1.75,,0%,Thu Apr 21 12:51:29 EDT 2016
lyft_line,Lyft Line,USD,994,994,734,1.75,,0%,Thu Apr 21 12:51:29 EDT 2016
lyft,Lyft,USD,800,1400,734,1.75,,0%,Thu Apr 21 12:51:29 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,813,2.42,,0%,Thu Apr 21 12:51:29 EDT 2016
lyft_line,Lyft Line,USD,1158,1158,813,2.42,,0%,Thu Apr 21 12:51:29 EDT 2016
lyft,Lyft,USD,800,1600,813,2.42,,0%,Thu Apr 21 12:51:29 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3300,1253,4.43,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_line,Lyft Line,USD,1774,1774,1253,4.43,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft,Lyft,USD,1400,2200,1253,4.43,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,681,1.2,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_line,Lyft Line,USD,862,862,681,1.2,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft,Lyft,USD,800,1300,681,1.2,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,248,0.31,,50%,Thu Apr 21 12:53:58 EDT 2016
lyft_line,Lyft Line,USD,681,681,248,0.31,,50%,Thu Apr 21 12:53:58 EDT 2016
lyft,Lyft,USD,800,1000,248,0.31,,50%,Thu Apr 21 12:53:58 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,755,2.11,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_line,Lyft Line,USD,1068,1068,755,2.11,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft,Lyft,USD,800,1500,755,2.11,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,339,0.51,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_line,Lyft Line,USD,600,600,339,0.51,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft,Lyft,USD,800,800,339,0.51,,0%,Thu Apr 21 12:53:58 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,491,1.28,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_line,Lyft Line,USD,766,766,491,1.28,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft,Lyft,USD,800,1100,491,1.28,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,538,0.83,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_line,Lyft Line,USD,715,715,538,0.83,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft,Lyft,USD,800,1100,538,0.83,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2500,979,2.96,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_line,Lyft Line,USD,1351,1351,979,2.96,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft,Lyft,USD,1000,1800,979,2.96,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,703,1.83,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_line,Lyft Line,USD,1079,1079,703,1.83,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft,Lyft,USD,800,1500,703,1.83,,0%,Thu Apr 21 12:56:16 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,388,0.56,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_line,Lyft Line,USD,621,621,388,0.56,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft,Lyft,USD,800,1000,388,0.56,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2500,974,2.91,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_line,Lyft Line,USD,1340,1340,974,2.91,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft,Lyft,USD,900,1800,974,2.91,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2500,908,2.9,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_line,Lyft Line,USD,1300,1300,908,2.9,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft,Lyft,USD,900,1700,908,2.9,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,470,1.06,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_line,Lyft Line,USD,715,715,470,1.06,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft,Lyft,USD,800,1100,470,1.06,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_plus,Lyft Plus,USD,5400,6700,1981,12.46,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_line,Lyft Line,USD,3965,3965,1981,12.46,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft,Lyft,USD,3400,4600,1981,12.46,,0%,Thu Apr 21 12:56:17 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,528,1.3,,0%,Thu Apr 21 12:56:54 EDT 2016
lyft_line,Lyft Line,USD,796,796,528,1.3,,0%,Thu Apr 21 12:56:54 EDT 2016
lyft,Lyft,USD,800,1100,528,1.3,,0%,Thu Apr 21 12:56:54 EDT 2016
lyft_plus,Lyft Plus,USD,3100,4300,1353,7.34,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_line,Lyft Line,USD,2354,2354,1353,7.34,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft,Lyft,USD,1900,2900,1353,7.34,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2100,610,1.62,,25%,Thu Apr 21 12:56:55 EDT 2016
lyft_line,Lyft Line,USD,1122,1122,610,1.62,,25%,Thu Apr 21 12:56:55 EDT 2016
lyft,Lyft,USD,800,1500,610,1.62,,25%,Thu Apr 21 12:56:55 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2700,989,3.37,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_line,Lyft Line,USD,1433,1433,989,3.37,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft,Lyft,USD,1000,1900,989,3.37,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2400,832,2.77,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_line,Lyft Line,USD,1231,1231,832,2.77,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft,Lyft,USD,800,1700,832,2.77,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,125,0.0,,25%,Thu Apr 21 12:56:55 EDT 2016
lyft,Lyft,USD,800,800,125,0.0,,25%,Thu Apr 21 12:56:55 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,559,1.16,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_line,Lyft Line,USD,786,786,559,1.16,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft,Lyft,USD,800,1100,559,1.16,,0%,Thu Apr 21 12:56:55 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,758,1.84,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_line,Lyft Line,USD,1022,1022,758,1.84,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft,Lyft,USD,800,1400,758,1.84,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,461,1.26,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_line,Lyft Line,USD,745,745,461,1.26,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft,Lyft,USD,800,1100,461,1.26,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3500,1402,4.93,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_line,Lyft Line,USD,1950,1950,1402,4.93,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft,Lyft,USD,1500,2500,1402,4.93,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2800,1061,3.41,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_line,Lyft Line,USD,1480,1480,1061,3.41,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft,Lyft,USD,1100,1900,1061,3.41,,0%,Thu Apr 21 12:56:56 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,640,1.68,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_line,Lyft Line,USD,927,927,640,1.68,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft,Lyft,USD,800,1300,640,1.68,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,843,2.01,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_line,Lyft Line,USD,1102,1102,843,2.01,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft,Lyft,USD,800,1500,843,2.01,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,308,0.49,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_line,Lyft Line,USD,600,600,308,0.49,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft,Lyft,USD,800,800,308,0.49,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,755,1.96,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_line,Lyft Line,USD,1044,1044,755,1.96,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft,Lyft,USD,800,1400,755,1.96,,0%,Thu Apr 21 12:56:57 EDT 2016
lyft_plus,Lyft Plus,USD,1800,2800,1140,3.34,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft_line,Lyft Line,USD,1513,1513,1140,3.34,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft,Lyft,USD,1100,2000,1140,3.34,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2800,1098,3.05,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft_line,Lyft Line,USD,1468,1468,1098,3.05,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft,Lyft,USD,1100,1900,1098,3.05,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,125,0.0,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft,Lyft,USD,800,800,125,0.0,,0%,Thu Apr 21 12:56:58 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,756,1.7,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft_line,Lyft Line,USD,996,996,756,1.7,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft,Lyft,USD,800,1400,756,1.7,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,727,1.93,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft_line,Lyft Line,USD,1020,1020,727,1.93,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft,Lyft,USD,800,1400,727,1.93,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2600,846,2.12,,25%,Thu Apr 21 12:56:59 EDT 2016
lyft_line,Lyft Line,USD,1405,1405,846,2.12,,25%,Thu Apr 21 12:56:59 EDT 2016
lyft,Lyft,USD,1000,1900,846,2.12,,25%,Thu Apr 21 12:56:59 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,378,0.63,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft_line,Lyft Line,USD,600,600,378,0.63,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft,Lyft,USD,800,900,378,0.63,,0%,Thu Apr 21 12:56:59 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3300,1233,4.53,,0%,Thu Apr 21 12:57:19 EDT 2016
lyft_line,Lyft Line,USD,1780,1780,1233,4.53,,0%,Thu Apr 21 12:57:19 EDT 2016
lyft,Lyft,USD,1400,2200,1233,4.53,,0%,Thu Apr 21 12:57:19 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,335,0.46,,25%,Thu Apr 21 12:57:22 EDT 2016
lyft_line,Lyft Line,USD,664,664,335,0.46,,25%,Thu Apr 21 12:57:22 EDT 2016
lyft,Lyft,USD,800,1000,335,0.46,,25%,Thu Apr 21 12:57:22 EDT 2016
lyft_plus,Lyft Plus,USD,3100,4300,1572,6.8,,0%,Thu Apr 21 12:57:22 EDT 2016
lyft_line,Lyft Line,USD,2385,2385,1572,6.8,,0%,Thu Apr 21 12:57:22 EDT 2016
lyft,Lyft,USD,1900,2900,1572,6.8,,0%,Thu Apr 21 12:57:22 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,571,1.67,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_line,Lyft Line,USD,882,882,571,1.67,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft,Lyft,USD,800,1300,571,1.67,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,681,1.77,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_line,Lyft Line,USD,965,965,681,1.77,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft,Lyft,USD,800,1400,681,1.77,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,654,1.75,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_line,Lyft Line,USD,947,947,654,1.75,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft,Lyft,USD,800,1300,654,1.75,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,322,0.64,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_line,Lyft Line,USD,600,600,322,0.64,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft,Lyft,USD,800,900,322,0.64,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,379,0.6,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_line,Lyft Line,USD,600,600,379,0.6,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft,Lyft,USD,800,900,379,0.6,,0%,Thu Apr 21 12:58:08 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2400,820,2.54,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_line,Lyft Line,USD,1304,1304,820,2.54,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft,Lyft,USD,900,1800,820,2.54,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3700,1357,5.43,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_line,Lyft Line,USD,2014,2014,1357,5.43,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft,Lyft,USD,1600,2500,1357,5.43,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2300,853,2.5,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_line,Lyft Line,USD,1195,1195,853,2.5,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft,Lyft,USD,800,1600,853,2.5,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_plus,Lyft Plus,USD,1900,2900,1114,3.31,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_line,Lyft Line,USD,1629,1629,1114,3.31,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft,Lyft,USD,1200,2100,1114,3.31,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3200,1387,3.89,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_line,Lyft Line,USD,1755,1755,1387,3.89,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft,Lyft,USD,1400,2200,1387,3.89,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,388,0.59,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_line,Lyft Line,USD,600,600,388,0.59,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft,Lyft,USD,800,900,388,0.59,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,458,1.02,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_line,Lyft Line,USD,700,700,458,1.02,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft,Lyft,USD,800,1100,458,1.02,,0%,Thu Apr 21 12:58:09 EDT 2016
lyft_plus,Lyft Plus,USD,3000,4200,1857,5.59,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_line,Lyft Line,USD,2366,2366,1857,5.59,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft,Lyft,USD,1900,2900,1857,5.59,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_plus,Lyft Plus,USD,2600,3800,1217,6.1,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_line,Lyft Line,USD,2061,2061,1217,6.1,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft,Lyft,USD,1600,2600,1217,6.1,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,551,1.29,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_line,Lyft Line,USD,803,803,551,1.29,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft,Lyft,USD,800,1200,551,1.29,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,761,1.98,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_line,Lyft Line,USD,1051,1051,761,1.98,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft,Lyft,USD,800,1500,761,1.98,,0%,Thu Apr 21 12:58:10 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,854,1.79,,25%,Thu Apr 21 12:59:00 EDT 2016
lyft_line,Lyft Line,USD,1419,1419,854,1.79,,25%,Thu Apr 21 12:59:00 EDT 2016
lyft,Lyft,USD,1000,1900,854,1.79,,25%,Thu Apr 21 12:59:00 EDT 2016
