rideType,displayName,currency,minCostCent,maxCostCent,journeyDuration,distanceMiles,primeTimeConfirmationToken,primeTimePercentage,currentDate
lyft_line,Lyft Line,USD,1248,1248,885,2.69,,0%,Thu Apr 21 02:04:24 EDT 2016
lyft,Lyft,USD,800,1700,885,2.69,,0%,Thu Apr 21 02:04:24 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,626,1.16,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_line,Lyft Line,USD,868,868,626,1.16,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft,Lyft,USD,800,1300,626,1.16,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,385,0.64,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_line,Lyft Line,USD,600,600,385,0.64,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft,Lyft,USD,800,900,385,0.64,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3400,1238,5.01,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_line,Lyft Line,USD,1869,1869,1238,5.01,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft,Lyft,USD,1400,2400,1238,5.01,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,770,1.64,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_line,Lyft Line,USD,1038,1038,770,1.64,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft,Lyft,USD,800,1400,770,1.64,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_plus,Lyft Plus,USD,2700,3900,1372,6.07,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_line,Lyft Line,USD,2137,2137,1372,6.07,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft,Lyft,USD,1700,2600,1372,6.07,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2200,864,2.39,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_line,Lyft Line,USD,1182,1182,864,2.39,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft,Lyft,USD,800,1600,864,2.39,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3500,1357,4.93,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_line,Lyft Line,USD,1924,1924,1357,4.93,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft,Lyft,USD,1500,2400,1357,4.93,,0%,Thu Apr 21 02:04:25 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,661,1.19,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_line,Lyft Line,USD,850,850,661,1.19,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft,Lyft,USD,800,1200,661,1.19,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_plus,Lyft Plus,USD,3200,4300,1477,7.2,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_line,Lyft Line,USD,2401,2401,1477,7.2,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft,Lyft,USD,1900,3000,1477,7.2,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_plus,Lyft Plus,USD,3400,4600,1580,7.75,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_line,Lyft Line,USD,2559,2559,1580,7.75,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft,Lyft,USD,2100,3100,1580,7.75,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_plus,Lyft Plus,USD,2900,4000,1248,6.77,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_line,Lyft Line,USD,2190,2190,1248,6.77,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft,Lyft,USD,1700,2700,1248,6.77,,0%,Thu Apr 21 02:04:26 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,694,2.09,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft_line,Lyft Line,USD,1030,1030,694,2.09,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft,Lyft,USD,800,1400,694,2.09,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3400,982,5.57,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft_line,Lyft Line,USD,1820,1820,982,5.57,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft,Lyft,USD,1400,2300,982,5.57,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,161,0.07,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft,Lyft,USD,800,800,161,0.07,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,161,0.07,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft,Lyft,USD,800,800,161,0.07,,0%,Thu Apr 21 02:05:43 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3200,1118,4.73,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_line,Lyft Line,USD,1749,1749,1118,4.73,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft,Lyft,USD,1300,2200,1118,4.73,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,305,0.4,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_line,Lyft Line,USD,600,600,305,0.4,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft,Lyft,USD,800,800,305,0.4,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2300,901,2.36,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_line,Lyft Line,USD,1198,1198,901,2.36,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft,Lyft,USD,800,1600,901,2.36,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2600,940,3.3,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_line,Lyft Line,USD,1409,1409,940,3.3,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft,Lyft,USD,1000,1900,940,3.3,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_plus,Lyft Plus,USD,1900,2900,1023,3.9,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_line,Lyft Line,USD,1545,1545,1023,3.9,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft,Lyft,USD,1100,2000,1023,3.9,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3100,1184,4.13,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_line,Lyft Line,USD,1681,1681,1184,4.13,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft,Lyft,USD,1300,2100,1184,4.13,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,345,0.52,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_line,Lyft Line,USD,615,615,345,0.52,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft,Lyft,USD,800,1000,345,0.52,,0%,Thu Apr 21 02:05:44 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,897,2.14,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,1156,1156,897,2.14,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,1600,897,2.14,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,238,0.28,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,600,600,238,0.28,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,800,238,0.28,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2500,888,2.42,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,1380,1380,888,2.42,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,1000,1800,888,2.42,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,318,0.56,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,600,600,318,0.56,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,800,318,0.56,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,579,1.76,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,905,905,579,1.76,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,1300,579,1.76,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,610,1.91,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,948,948,610,1.91,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,1300,610,1.91,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,722,2.34,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,1090,1090,722,2.34,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,1500,722,2.34,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3700,1330,5.52,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,2014,2014,1330,5.52,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,1600,2500,1330,5.52,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,337,0.73,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_line,Lyft Line,USD,600,600,337,0.73,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,900,337,0.73,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,125,0.0,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft,Lyft,USD,800,800,125,0.0,,0%,Thu Apr 21 02:05:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,137,0.02,,0%,Thu Apr 21 02:05:46 EDT 2016
lyft,Lyft,USD,800,800,137,0.02,,0%,Thu Apr 21 02:05:46 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,845,2.31,,0%,Thu Apr 21 02:06:25 EDT 2016
lyft_line,Lyft Line,USD,1157,1157,845,2.31,,0%,Thu Apr 21 02:06:25 EDT 2016
lyft,Lyft,USD,800,1600,845,2.31,,0%,Thu Apr 21 02:06:25 EDT 2016
lyft_plus,Lyft Plus,USD,1800,2800,1049,3.51,,0%,Thu Apr 21 02:06:26 EDT 2016
lyft_line,Lyft Line,USD,1491,1491,1049,3.51,,0%,Thu Apr 21 02:06:26 EDT 2016
lyft,Lyft,USD,1100,1900,1049,3.51,,0%,Thu Apr 21 02:06:26 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,341,0.74,,0%,Thu Apr 21 02:06:26 EDT 2016
lyft_line,Lyft Line,USD,600,600,341,0.74,,0%,Thu Apr 21 02:06:26 EDT 2016
lyft,Lyft,USD,800,900,341,0.74,,0%,Thu Apr 21 02:06:26 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3400,1332,4.09,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_line,Lyft Line,USD,1914,1914,1332,4.09,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft,Lyft,USD,1500,2400,1332,4.09,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3500,1348,4.83,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_line,Lyft Line,USD,1901,1901,1348,4.83,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft,Lyft,USD,1500,2400,1348,4.83,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_plus,Lyft Plus,USD,3200,4400,1549,6.92,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_line,Lyft Line,USD,2449,2449,1549,6.92,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft,Lyft,USD,1900,3000,1549,6.92,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_plus,Lyft Plus,USD,2900,4000,1279,6.76,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_line,Lyft Line,USD,2206,2206,1279,6.76,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft,Lyft,USD,1700,2800,1279,6.76,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,694,1.95,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_line,Lyft Line,USD,1004,1004,694,1.95,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft,Lyft,USD,800,1400,694,1.95,,0%,Thu Apr 21 02:06:27 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2400,941,2.43,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft_line,Lyft Line,USD,1234,1234,941,2.43,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft,Lyft,USD,800,1700,941,2.43,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft_plus,Lyft Plus,USD,3400,4600,1471,8.02,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft_line,Lyft Line,USD,2544,2544,1471,8.02,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft,Lyft,USD,2000,3100,1471,8.02,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,450,0.82,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft_line,Lyft Line,USD,662,662,450,0.82,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft,Lyft,USD,800,1000,450,0.82,,0%,Thu Apr 21 02:06:28 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,532,1.51,,0%,Thu Apr 21 02:06:33 EDT 2016
lyft_line,Lyft Line,USD,831,831,532,1.51,,0%,Thu Apr 21 02:06:33 EDT 2016
lyft,Lyft,USD,800,1200,532,1.51,,0%,Thu Apr 21 02:06:33 EDT 2016
lyft_plus,Lyft Plus,USD,3100,4200,1455,7.01,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,2354,2354,1455,7.01,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,1900,2900,1455,7.01,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,125,0.0,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,800,800,125,0.0,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,637,1.91,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,964,964,637,1.91,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,800,1400,637,1.91,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,999,3.02,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,1374,1374,999,3.02,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,1000,1800,999,3.02,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,3400,4500,1510,7.86,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,2538,2538,1510,7.86,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,2000,3100,1510,7.86,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,310,0.75,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,600,600,310,0.75,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,800,900,310,0.75,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,758,1.77,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,1009,1009,758,1.77,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,800,1400,758,1.77,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,1215,3.52,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,1589,1589,1215,3.52,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,1200,2000,1215,3.52,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,161,0.07,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,800,800,161,0.07,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,485,1.08,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,726,726,485,1.08,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,800,1100,485,1.08,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3500,1158,5.5,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,1910,1910,1158,5.5,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,1500,2400,1158,5.5,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,574,1.38,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,832,832,574,1.38,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,800,1200,574,1.38,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,2000,3100,1092,4.03,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_line,Lyft Line,USD,1653,1653,1092,4.03,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft,Lyft,USD,1300,2100,1092,4.03,,0%,Thu Apr 21 02:06:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,301,0.64,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_line,Lyft Line,USD,600,600,301,0.64,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft,Lyft,USD,800,800,301,0.64,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_plus,Lyft Plus,USD,2600,3700,1501,5.2,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_line,Lyft Line,USD,2057,2057,1501,5.2,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft,Lyft,USD,1600,2600,1501,5.2,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2500,792,3.46,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_line,Lyft Line,USD,1331,1331,792,3.46,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft,Lyft,USD,900,1800,792,3.46,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,669,1.59,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_line,Lyft Line,USD,925,925,669,1.59,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft,Lyft,USD,800,1300,669,1.59,,0%,Thu Apr 21 02:06:35 EDT 2016
lyft_line,Lyft Line,,0,0,0,,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft,Lyft,,0,0,0,,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,,0,0,0,,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,389,0.58,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_line,Lyft Line,USD,612,612,389,0.58,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft,Lyft,USD,800,1000,389,0.58,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,USD,2600,3700,1170,4.68,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_line,Lyft Line,USD,2166,2166,1170,4.68,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft,Lyft,USD,1700,2700,1170,4.68,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,USD,2700,3900,1485,5.63,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_line,Lyft Line,USD,2124,2124,1485,5.63,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft,Lyft,USD,1700,2600,1485,5.63,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,USD,1900,2900,1174,3.51,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_line,Lyft Line,USD,1580,1580,1174,3.51,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft,Lyft,USD,1200,2000,1174,3.51,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2300,866,2.57,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_line,Lyft Line,USD,1215,1215,866,2.57,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft,Lyft,USD,800,1700,866,2.57,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2400,905,2.59,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_line,Lyft Line,USD,1245,1245,905,2.59,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft,Lyft,USD,800,1700,905,2.59,,0%,Thu Apr 21 02:07:52 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2400,825,2.92,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_line,Lyft Line,USD,1255,1255,825,2.92,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft,Lyft,USD,900,1700,825,2.92,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,717,1.99,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_line,Lyft Line,USD,1025,1025,717,1.99,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft,Lyft,USD,800,1400,717,1.99,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3400,1257,4.77,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_line,Lyft Line,USD,1837,1837,1257,4.77,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft,Lyft,USD,1400,2300,1257,4.77,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2500,893,3.19,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_line,Lyft Line,USD,1342,1342,893,3.19,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft,Lyft,USD,900,1800,893,3.19,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,274,0.38,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_line,Lyft Line,USD,600,600,274,0.38,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft,Lyft,USD,800,800,274,0.38,,0%,Thu Apr 21 02:07:53 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2400,853,2.72,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_line,Lyft Line,USD,1237,1237,853,2.72,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft,Lyft,USD,800,1700,853,2.72,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2400,920,2.53,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_line,Lyft Line,USD,1240,1240,920,2.53,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft,Lyft,USD,800,1700,920,2.53,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2500,930,2.94,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_line,Lyft Line,USD,1321,1321,930,2.94,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft,Lyft,USD,900,1800,930,2.94,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2400,798,3.09,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_line,Lyft Line,USD,1269,1269,798,3.09,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft,Lyft,USD,900,1700,798,3.09,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_plus,Lyft Plus,USD,5600,6900,1984,14.21,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_line,Lyft Line,USD,3951,3951,1984,14.21,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft,Lyft,USD,3400,4600,1984,14.21,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,527,1.34,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_line,Lyft Line,USD,798,798,527,1.34,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft,Lyft,USD,800,1100,527,1.34,,0%,Thu Apr 21 02:07:54 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,977,4.17,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_line,Lyft Line,USD,1567,1567,977,4.17,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft,Lyft,USD,1200,2000,977,4.17,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_plus,Lyft Plus,USD,3000,4200,1557,6.23,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_line,Lyft Line,USD,2362,2362,1557,6.23,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft,Lyft,USD,1900,2900,1557,6.23,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,554,0.98,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_line,Lyft Line,USD,749,749,554,0.98,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft,Lyft,USD,800,1100,554,0.98,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,763,2.06,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_line,Lyft Line,USD,1064,1064,763,2.06,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft,Lyft,USD,800,1500,763,2.06,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_plus,Lyft Plus,USD,2700,3900,1202,5.48,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_line,Lyft Line,USD,2207,2207,1202,5.48,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft,Lyft,USD,1700,2800,1202,5.48,,0%,Thu Apr 21 02:09:49 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,411,0.94,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft_line,Lyft Line,USD,658,658,411,0.94,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft,Lyft,USD,800,1000,411,0.94,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,378,0.55,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft_line,Lyft Line,USD,753,753,378,0.55,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft,Lyft,USD,800,1100,378,0.55,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft_plus,Lyft Plus,USD,4500,5900,2024,10.65,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft_line,Lyft Line,USD,3337,3337,2024,10.65,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft,Lyft,USD,2800,3900,2024,10.65,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft_plus,Lyft Plus,USD,3000,4200,1478,6.7,,0%,Thu Apr 21 02:09:50 EDT 2016
lyft_line,Lyft Line,USD,2312,2312,1478,6.7,,0%,Thu Apr 21 02:09:50 EDT 2016
