rideType,displayName,currency,minCostCent,maxCostCent,journeyDuration,distanceMiles,primeTimeConfirmationToken,primeTimePercentage,currentDate
lyft,Lyft,USD,1400,2200,1444,3.9,,0%,Wed Apr 20 06:31:46 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2800,871,3.06,,0%,Wed Apr 20 06:33:40 EDT 2016
lyft_line,Lyft Line,USD,1557,1557,871,3.06,,0%,Wed Apr 20 06:33:40 EDT 2016
lyft,Lyft,USD,1200,2000,871,3.06,,0%,Wed Apr 20 06:33:40 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,858,2.24,,0%,Wed Apr 20 06:33:41 EDT 2016
lyft_line,Lyft Line,USD,1152,1152,858,2.24,,0%,Wed Apr 20 06:33:41 EDT 2016
lyft,Lyft,USD,800,1600,858,2.24,,0%,Wed Apr 20 06:33:41 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,735,1.42,,0%,Wed Apr 20 06:33:42 EDT 2016
lyft_line,Lyft Line,USD,933,933,735,1.42,,0%,Wed Apr 20 06:33:42 EDT 2016
lyft,Lyft,USD,800,1300,735,1.42,,0%,Wed Apr 20 06:33:42 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3600,1333,5.25,,0%,Wed Apr 20 06:33:42 EDT 2016
lyft_line,Lyft Line,USD,1967,1967,1333,5.25,,0%,Wed Apr 20 06:33:42 EDT 2016
lyft,Lyft,USD,1500,2500,1333,5.25,,0%,Wed Apr 20 06:33:42 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3400,1161,5.24,,0%,Wed Apr 20 06:37:04 EDT 2016
lyft_line,Lyft Line,USD,1866,1866,1161,5.24,,0%,Wed Apr 20 06:37:04 EDT 2016
lyft,Lyft,USD,1400,2400,1161,5.24,,0%,Wed Apr 20 06:37:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,420,0.81,,0%,Wed Apr 20 06:37:04 EDT 2016
lyft_line,Lyft Line,USD,640,640,420,0.81,,0%,Wed Apr 20 06:37:04 EDT 2016
lyft,Lyft,USD,800,1000,420,0.81,,0%,Wed Apr 20 06:37:04 EDT 2016
lyft_plus,Lyft Plus,USD,2800,3900,1376,5.4,,0%,Wed Apr 20 06:37:07 EDT 2016
lyft_line,Lyft Line,USD,2238,2238,1376,5.4,,0%,Wed Apr 20 06:37:07 EDT 2016
lyft,Lyft,USD,1700,2800,1376,5.4,,0%,Wed Apr 20 06:37:07 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3600,1148,5.08,,0%,Wed Apr 20 06:37:08 EDT 2016
lyft_line,Lyft Line,USD,2050,2050,1148,5.08,,0%,Wed Apr 20 06:37:08 EDT 2016
lyft,Lyft,USD,1600,2600,1148,5.08,,0%,Wed Apr 20 06:37:08 EDT 2016
lyft_plus,Lyft Plus,USD,2800,4000,1188,4.61,,25%,Wed Apr 20 06:37:08 EDT 2016
lyft_line,Lyft Line,USD,2210,2210,1188,4.61,,25%,Wed Apr 20 06:37:08 EDT 2016
lyft,Lyft,USD,1700,2800,1188,4.61,,25%,Wed Apr 20 06:37:08 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,569,1.68,,0%,Wed Apr 20 06:37:08 EDT 2016
lyft_line,Lyft Line,USD,883,883,569,1.68,,0%,Wed Apr 20 06:37:08 EDT 2016
lyft,Lyft,USD,800,1300,569,1.68,,0%,Wed Apr 20 06:37:08 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3600,1309,5.27,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_line,Lyft Line,USD,1957,1957,1309,5.27,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft,Lyft,USD,1500,2500,1309,5.27,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,560,1.25,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_line,Lyft Line,USD,801,801,560,1.25,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft,Lyft,USD,800,1200,560,1.25,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_plus,Lyft Plus,USD,5100,6400,1851,11.53,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_line,Lyft Line,USD,3797,3797,1851,11.53,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft,Lyft,USD,3200,4400,1851,11.53,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,645,1.51,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_line,Lyft Line,USD,897,897,645,1.51,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft,Lyft,USD,800,1300,645,1.51,,0%,Wed Apr 20 06:37:09 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3200,811,2.54,,50%,Wed Apr 20 06:37:12 EDT 2016
lyft_line,Lyft Line,USD,1767,1767,811,2.54,,50%,Wed Apr 20 06:37:12 EDT 2016
lyft,Lyft,USD,1400,2200,811,2.54,,50%,Wed Apr 20 06:37:12 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3400,1147,5.24,,0%,Wed Apr 20 06:37:31 EDT 2016
lyft_line,Lyft Line,USD,1858,1858,1147,5.24,,0%,Wed Apr 20 06:37:31 EDT 2016
lyft,Lyft,USD,1400,2400,1147,5.24,,0%,Wed Apr 20 06:37:31 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,900,4.53,,0%,Wed Apr 20 06:37:32 EDT 2016
lyft_line,Lyft Line,USD,1586,1586,900,4.53,,0%,Wed Apr 20 06:37:32 EDT 2016
lyft,Lyft,USD,1200,2000,900,4.53,,0%,Wed Apr 20 06:37:32 EDT 2016
lyft_plus,Lyft Plus,USD,4700,6100,1995,10.44,,0%,Wed Apr 20 06:37:32 EDT 2016
lyft_line,Lyft Line,USD,3546,3546,1995,10.44,,0%,Wed Apr 20 06:37:32 EDT 2016
lyft,Lyft,USD,3000,4100,1995,10.44,,0%,Wed Apr 20 06:37:32 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,372,0.51,,0%,Wed Apr 20 06:37:33 EDT 2016
lyft_line,Lyft Line,USD,600,600,372,0.51,,0%,Wed Apr 20 06:37:33 EDT 2016
lyft,Lyft,USD,800,900,372,0.51,,0%,Wed Apr 20 06:37:33 EDT 2016
lyft_plus,Lyft Plus,USD,7000,8400,2191,13.31,,25%,Wed Apr 20 06:37:34 EDT 2016
lyft_line,Lyft Line,USD,4889,4889,2191,13.31,,25%,Wed Apr 20 06:37:34 EDT 2016
lyft,Lyft,USD,4300,5500,2191,13.31,,25%,Wed Apr 20 06:37:34 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3600,1251,5.3,,0%,Wed Apr 20 06:37:35 EDT 2016
lyft_line,Lyft Line,USD,1998,1998,1251,5.3,,0%,Wed Apr 20 06:37:35 EDT 2016
lyft,Lyft,USD,1500,2500,1251,5.3,,0%,Wed Apr 20 06:37:35 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,245,0.36,,25%,Wed Apr 20 06:37:35 EDT 2016
lyft_line,Lyft Line,USD,600,600,245,0.36,,25%,Wed Apr 20 06:37:35 EDT 2016
lyft,Lyft,USD,800,900,245,0.36,,25%,Wed Apr 20 06:37:35 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,613,2.02,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_line,Lyft Line,USD,1020,1020,613,2.02,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft,Lyft,USD,800,1400,613,2.02,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3300,1404,4.28,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_line,Lyft Line,USD,1843,1843,1404,4.28,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft,Lyft,USD,1400,2300,1404,4.28,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,583,1.36,,25%,Wed Apr 20 06:37:36 EDT 2016
lyft_line,Lyft Line,USD,1042,1042,583,1.36,,25%,Wed Apr 20 06:37:36 EDT 2016
lyft,Lyft,USD,800,1400,583,1.36,,25%,Wed Apr 20 06:37:36 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,668,1.35,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_line,Lyft Line,USD,882,882,668,1.35,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft,Lyft,USD,800,1300,668,1.35,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3200,923,3.23,,25%,Wed Apr 20 06:37:36 EDT 2016
lyft_line,Lyft Line,USD,1711,1711,923,3.23,,25%,Wed Apr 20 06:37:36 EDT 2016
lyft,Lyft,USD,1300,2200,923,3.23,,25%,Wed Apr 20 06:37:36 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,526,1.45,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_line,Lyft Line,USD,817,817,526,1.45,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft,Lyft,USD,800,1200,526,1.45,,0%,Wed Apr 20 06:37:36 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,374,0.8,,0%,Wed Apr 20 06:37:59 EDT 2016
lyft_line,Lyft Line,USD,616,616,374,0.8,,0%,Wed Apr 20 06:37:59 EDT 2016
lyft,Lyft,USD,800,1000,374,0.8,,0%,Wed Apr 20 06:37:59 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,721,1.67,,0%,Wed Apr 20 06:37:59 EDT 2016
lyft_line,Lyft Line,USD,973,973,721,1.67,,0%,Wed Apr 20 06:37:59 EDT 2016
lyft,Lyft,USD,800,1400,721,1.67,,0%,Wed Apr 20 06:37:59 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3200,1243,4.18,,0%,Wed Apr 20 06:38:02 EDT 2016
lyft_line,Lyft Line,USD,1724,1724,1243,4.18,,0%,Wed Apr 20 06:38:02 EDT 2016
lyft,Lyft,USD,1300,2200,1243,4.18,,0%,Wed Apr 20 06:38:02 EDT 2016
lyft_plus,Lyft Plus,USD,3400,4600,1219,4.25,,50%,Wed Apr 20 06:38:02 EDT 2016
lyft_line,Lyft Line,USD,2599,2599,1219,4.25,,50%,Wed Apr 20 06:38:02 EDT 2016
lyft,Lyft,USD,2100,3100,1219,4.25,,50%,Wed Apr 20 06:38:02 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,441,1.11,,0%,Wed Apr 20 06:38:03 EDT 2016
lyft_line,Lyft Line,USD,908,908,441,1.11,,0%,Wed Apr 20 06:38:03 EDT 2016
lyft,Lyft,USD,800,1300,441,1.11,,0%,Wed Apr 20 06:38:03 EDT 2016
lyft_plus,Lyft Plus,USD,3200,4300,1759,6.25,,0%,Wed Apr 20 06:38:05 EDT 2016
lyft_line,Lyft Line,USD,2471,2471,1759,6.25,,0%,Wed Apr 20 06:38:05 EDT 2016
lyft,Lyft,USD,2000,3000,1759,6.25,,0%,Wed Apr 20 06:38:05 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,888,3.39,,0%,Wed Apr 20 06:38:06 EDT 2016
lyft_line,Lyft Line,USD,1375,1375,888,3.39,,0%,Wed Apr 20 06:38:06 EDT 2016
lyft,Lyft,USD,1000,1800,888,3.39,,0%,Wed Apr 20 06:38:06 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,491,1.06,,0%,Wed Apr 20 06:38:06 EDT 2016
lyft_line,Lyft Line,USD,904,904,491,1.06,,0%,Wed Apr 20 06:38:06 EDT 2016
lyft,Lyft,USD,800,1300,491,1.06,,0%,Wed Apr 20 06:38:06 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,1027,3.55,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft_line,Lyft Line,USD,1656,1656,1027,3.55,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft,Lyft,USD,1300,2100,1027,3.55,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,1072,3.86,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft_line,Lyft Line,USD,1615,1615,1072,3.86,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft,Lyft,USD,1200,2100,1072,3.86,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,304,0.6,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft_line,Lyft Line,USD,600,600,304,0.6,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft,Lyft,USD,800,800,304,0.6,,0%,Wed Apr 20 06:38:07 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,216,0.2,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft,Lyft,USD,800,800,216,0.2,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3400,1066,5.29,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft_line,Lyft Line,USD,1819,1819,1066,5.29,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft,Lyft,USD,1400,2300,1066,5.29,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,639,1.53,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft_line,Lyft Line,USD,897,897,639,1.53,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft,Lyft,USD,800,1300,639,1.53,,0%,Wed Apr 20 06:38:09 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2500,1002,2.66,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft_line,Lyft Line,USD,1311,1311,1002,2.66,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft,Lyft,USD,900,1800,1002,2.66,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,438,1.07,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft_line,Lyft Line,USD,700,700,438,1.07,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft,Lyft,USD,800,1100,438,1.07,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft_plus,Lyft Plus,USD,3900,5000,1646,8.51,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft_line,Lyft Line,USD,2927,2927,1646,8.51,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft,Lyft,USD,2400,3500,1646,8.51,,0%,Wed Apr 20 06:38:10 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,628,1.15,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_line,Lyft Line,USD,824,824,628,1.15,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft,Lyft,USD,800,1200,628,1.15,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,849,2.19,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_line,Lyft Line,USD,1138,1138,849,2.19,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft,Lyft,USD,800,1500,849,2.19,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,731,1.87,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_line,Lyft Line,USD,1014,1014,731,1.87,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft,Lyft,USD,800,1400,731,1.87,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,481,1.25,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_line,Lyft Line,USD,755,755,481,1.25,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft,Lyft,USD,800,1100,481,1.25,,0%,Wed Apr 20 06:38:11 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,350,0.7,,0%,Wed Apr 20 06:39:04 EDT 2016
lyft_line,Lyft Line,USD,600,600,350,0.7,,0%,Wed Apr 20 06:39:04 EDT 2016
lyft,Lyft,USD,800,900,350,0.7,,0%,Wed Apr 20 06:39:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,641,1.77,,0%,Wed Apr 20 06:39:04 EDT 2016
lyft_line,Lyft Line,USD,941,941,641,1.77,,0%,Wed Apr 20 06:39:04 EDT 2016
lyft,Lyft,USD,800,1300,641,1.77,,0%,Wed Apr 20 06:39:04 EDT 2016
lyft_plus,Lyft Plus,USD,2600,3800,1278,5.99,,0%,Wed Apr 20 06:39:05 EDT 2016
lyft_line,Lyft Line,USD,2068,2068,1278,5.99,,0%,Wed Apr 20 06:39:05 EDT 2016
lyft,Lyft,USD,1600,2600,1278,5.99,,0%,Wed Apr 20 06:39:05 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3200,1229,4.07,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft_line,Lyft Line,USD,1720,1720,1229,4.07,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft,Lyft,USD,1300,2200,1229,4.07,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft_plus,Lyft Plus,USD,3800,4900,1644,8.79,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft_line,Lyft Line,USD,2783,2783,1644,8.79,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft,Lyft,USD,2300,3300,1644,8.79,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,682,1.67,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft_line,Lyft Line,USD,949,949,682,1.67,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft,Lyft,USD,800,1300,682,1.67,,0%,Wed Apr 20 06:39:06 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,504,0.96,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft_line,Lyft Line,USD,794,794,504,0.96,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft,Lyft,USD,800,1100,504,0.96,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3400,1000,3.61,,25%,Wed Apr 20 06:39:08 EDT 2016
lyft_line,Lyft Line,USD,1850,1850,1000,3.61,,25%,Wed Apr 20 06:39:08 EDT 2016
lyft,Lyft,USD,1400,2300,1000,3.61,,25%,Wed Apr 20 06:39:08 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2500,908,2.87,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft_line,Lyft Line,USD,1294,1294,908,2.87,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft,Lyft,USD,900,1700,908,2.87,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,400,0.72,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft_line,Lyft Line,USD,613,613,400,0.72,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft,Lyft,USD,800,1000,400,0.72,,0%,Wed Apr 20 06:39:08 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,236,0.22,,0%,Wed Apr 20 06:39:27 EDT 2016
lyft_line,Lyft Line,USD,600,600,236,0.22,,0%,Wed Apr 20 06:39:27 EDT 2016
lyft,Lyft,USD,800,800,236,0.22,,0%,Wed Apr 20 06:39:27 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,798,2.1,,0%,Wed Apr 20 06:39:28 EDT 2016
lyft_line,Lyft Line,USD,1099,1099,798,2.1,,0%,Wed Apr 20 06:39:28 EDT 2016
lyft,Lyft,USD,800,1500,798,2.1,,0%,Wed Apr 20 06:39:28 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2100,842,2.03,,0%,Wed Apr 20 06:39:28 EDT 2016
lyft_line,Lyft Line,USD,1105,1105,842,2.03,,0%,Wed Apr 20 06:39:28 EDT 2016
lyft,Lyft,USD,800,1500,842,2.03,,0%,Wed Apr 20 06:39:28 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,374,0.95,,0%,Wed Apr 20 06:39:29 EDT 2016
lyft_line,Lyft Line,USD,639,639,374,0.95,,0%,Wed Apr 20 06:39:29 EDT 2016
lyft,Lyft,USD,800,1000,374,0.95,,0%,Wed Apr 20 06:39:29 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,388,0.68,,0%,Wed Apr 20 06:39:31 EDT 2016
lyft_line,Lyft Line,USD,600,600,388,0.68,,0%,Wed Apr 20 06:39:31 EDT 2016
lyft,Lyft,USD,800,1000,388,0.68,,0%,Wed Apr 20 06:39:31 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3700,1421,5.05,,0%,Wed Apr 20 06:39:31 EDT 2016
lyft_line,Lyft Line,USD,2016,2016,1421,5.05,,0%,Wed Apr 20 06:39:31 EDT 2016
lyft,Lyft,USD,1600,2500,1421,5.05,,0%,Wed Apr 20 06:39:31 EDT 2016
lyft_plus,Lyft Plus,USD,4800,6200,1981,11.65,,0%,Wed Apr 20 06:39:32 EDT 2016
lyft_line,Lyft Line,USD,3491,3491,1981,11.65,,0%,Wed Apr 20 06:39:32 EDT 2016
lyft,Lyft,USD,2900,4100,1981,11.65,,0%,Wed Apr 20 06:39:32 EDT 2016
lyft_plus,Lyft Plus,USD,3000,4100,1501,6.12,,0%,Wed Apr 20 06:40:32 EDT 2016
lyft_line,Lyft Line,USD,2314,2314,1501,6.12,,0%,Wed Apr 20 06:40:32 EDT 2016
lyft,Lyft,USD,1800,2900,1501,6.12,,0%,Wed Apr 20 06:40:32 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,853,2.22,,0%,Wed Apr 20 06:40:32 EDT 2016
lyft_line,Lyft Line,USD,1146,1146,853,2.22,,0%,Wed Apr 20 06:40:32 EDT 2016
lyft,Lyft,USD,800,1500,853,2.22,,0%,Wed Apr 20 06:40:32 EDT 2016
lyft_plus,Lyft Plus,USD,2000,3000,1090,4.05,,0%,Wed Apr 20 06:40:33 EDT 2016
lyft_line,Lyft Line,USD,1611,1611,1090,4.05,,0%,Wed Apr 20 06:40:33 EDT 2016
lyft,Lyft,USD,1200,2100,1090,4.05,,0%,Wed Apr 20 06:40:33 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3600,1292,5.42,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_line,Lyft Line,USD,1974,1974,1292,5.42,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft,Lyft,USD,1500,2500,1292,5.42,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_plus,Lyft Plus,USD,3500,4700,1682,7.78,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_line,Lyft Line,USD,2624,2624,1682,7.78,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft,Lyft,USD,2100,3200,1682,7.78,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_plus,Lyft Plus,USD,3300,4400,1674,6.93,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_line,Lyft Line,USD,2467,2467,1674,6.93,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft,Lyft,USD,2000,3000,1674,6.93,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,451,0.88,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_line,Lyft Line,USD,671,671,451,0.88,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft,Lyft,USD,800,1000,451,0.88,,0%,Wed Apr 20 06:40:34 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3200,978,3.13,,25%,Wed Apr 20 06:40:35 EDT 2016
lyft_line,Lyft Line,USD,1728,1728,978,3.13,,25%,Wed Apr 20 06:40:35 EDT 2016
lyft,Lyft,USD,1300,2200,978,3.13,,25%,Wed Apr 20 06:40:35 EDT 2016
lyft_plus,Lyft Plus,USD,2700,3800,1307,6.06,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft_line,Lyft Line,USD,2097,2097,1307,6.06,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft,Lyft,USD,1600,2600,1307,6.06,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,343,0.48,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft_line,Lyft Line,USD,603,603,343,0.48,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft,Lyft,USD,800,1000,343,0.48,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,325,0.7,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft_line,Lyft Line,USD,600,600,325,0.7,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft,Lyft,USD,800,900,325,0.7,,0%,Wed Apr 20 06:40:38 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,674,1.35,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft_line,Lyft Line,USD,886,886,674,1.35,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft,Lyft,USD,800,1300,674,1.35,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2200,779,2.63,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft_line,Lyft Line,USD,1175,1175,779,2.63,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft,Lyft,USD,800,1600,779,2.63,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,809,1.8,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft_line,Lyft Line,USD,1045,1045,809,1.8,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft,Lyft,USD,800,1400,809,1.8,,0%,Wed Apr 20 06:40:40 EDT 2016
lyft_plus,Lyft Plus,USD,3500,4700,1145,4.62,,50%,Wed Apr 20 06:40:41 EDT 2016
lyft_line,Lyft Line,USD,2659,2659,1145,4.62,,50%,Wed Apr 20 06:40:41 EDT 2016
lyft,Lyft,USD,2200,3200,1145,4.62,,50%,Wed Apr 20 06:40:41 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3300,1101,4.93,,0%,Wed Apr 20 06:40:42 EDT 2016
lyft_line,Lyft Line,USD,1775,1775,1101,4.93,,0%,Wed Apr 20 06:40:42 EDT 2016
lyft,Lyft,USD,1400,2200,1101,4.93,,0%,Wed Apr 20 06:40:42 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3500,1313,5.08,,0%,Wed Apr 20 06:40:43 EDT 2016
lyft_line,Lyft Line,USD,1925,1925,1313,5.08,,0%,Wed Apr 20 06:40:43 EDT 2016
lyft,Lyft,USD,1500,2400,1313,5.08,,0%,Wed Apr 20 06:40:43 EDT 2016
lyft_plus,Lyft Plus,USD,6300,7600,2217,14.9,,0%,Wed Apr 20 06:40:45 EDT 2016
lyft_line,Lyft Line,USD,4488,4488,2217,14.9,,0%,Wed Apr 20 06:40:45 EDT 2016
lyft,Lyft,USD,3900,5100,2217,14.9,,0%,Wed Apr 20 06:40:45 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,975,3.04,,0%,Wed Apr 20 06:40:45 EDT 2016
lyft_line,Lyft Line,USD,1363,1363,975,3.04,,0%,Wed Apr 20 06:40:45 EDT 2016
lyft,Lyft,USD,1000,1800,975,3.04,,0%,Wed Apr 20 06:40:45 EDT 2016
lyft_plus,Lyft Plus,USD,5000,6400,1484,9.12,,25%,Wed Apr 20 06:40:46 EDT 2016
lyft_line,Lyft Line,USD,3728,3728,1484,9.12,,25%,Wed Apr 20 06:40:46 EDT 2016
lyft,Lyft,USD,3200,4300,1484,9.12,,25%,Wed Apr 20 06:40:46 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3200,1340,4.07,,0%,Wed Apr 20 06:42:52 EDT 2016
lyft_line,Lyft Line,USD,1760,1760,1340,4.07,,0%,Wed Apr 20 06:42:52 EDT 2016
lyft,Lyft,USD,1400,2200,1340,4.07,,0%,Wed Apr 20 06:42:52 EDT 2016
